BLOOM,CRF
ambulância pata atender a Secretaria Municipal de Saúde,aquisição de ambulância pata atender a Secretaria Municipal de Saúde
limpeza e desinfecção dos poços artesianos dos distritos e comunidades rurais de Carmo do Cajuru,contratação de empresa especializada para efetuar serviço de limpeza e desinfecção dos poços artesianos dos distritos e comunidades rurais de Carmo do Cajuru
LEITE PARA ALIMENTAÇÃO ESPECIAL,
acompanhamento do tratamento de água potável,
ELETROCARDIOGRAFO,ELETROCARDIOGRAFO PARA ATENDER AS NECESSIDADES DO CENTRO MUNICIPAL DE ESPECIALIDADES MEDICAS
gasolina comum,285 – gasolina comum
fraudas descartáveis para atender o serviço de acolhimento institucional casa de proteção Dr. Carlos Tavares e para doação as pessoas desprovidas de recursos financeiros,fraudas descartáveis
COLETA E ANÁLISES DE ÁGUA TRATADA DO MUNICÍPIO DE CARMO DO CAJURU,
LINK DE INTERNET BANDA LARGA E DEDICADA,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO LINK DE INTERNET BANDA LARGA E DEDICADA COM A VELOCIDADE MINÍMA DE 10 MB
leite,leite para pessoas carentes e ordens judiciais
Licença de uso e manutenção mensal de sistema para gerenciamento do processo legislativo em geral e consultoria,
fornecimento futuro e parcelado de troféus e medalhas,troféus e medalhas
BANDA DE MARCHINHA PARA O CARNAVAL 2017,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE BANDA DE MARCHINHA PARA O CARNAVAL 2017
LOCAÇÃO CAMINHÃO COMPACTADOR DE LIXO COM CONDUTOR,CAMINHÃO COMPACTADOR DE LIXO COM CONDUTOR
PRESTAÇÃO DE SERVIÇOS POSTAIS,
manutenção da iluminação pública,
LOCAÇÃO DE GRID E ILUMINAÇÃO PROFISSIONAL PARA ATENDER AOS EVENTOS REALIZADOS PELO MUNICÍPIO DE CÔNEGO MARINHO,LOCAÇÃO DE GRID E ILUMINAÇÃO PROFISSIONAL
REAGENTES E MATERIAIS PARA REALIZAÇÃO DE EXAMES LABORATORIAIS,CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO DE REAGENTES E MATERIAIS PARA REALIZAÇÃO DE EXAMES LABORATORIAIS
PRESTAÇÃO DE SERVIÇOS DE HOSPEDAGEM NO MUNICÍPIO DE PERDIGÃO PARA ATENDER AS SECRETARIAS MUNICIPAIS,HOSPEDAGEM NO MUNICÍPIO DE PERDIGÃO PARA ATENDER AS SECRETARIAS MUNICIPAIS
LOCAÇÃO DE VEÍCULO UTI MÓVEL,
PRESTAÇÃO DE SERVIÇOS AMBULATORIAIS DE EXAME CITOPATOLÓGICO /DIAGNÓSTICO POR ANATOMIA PATOLÓGICA E CITOPATOLÓGICO,Credenciamento de Pessoas Jurídicas para PRESTAÇÃO DE SERVIÇOS AMBULATORIAIS DE EXAME CITOPATOLÓGICO /DIAGNÓSTICO POR ANATOMIA PATOLÓGICA E CITOPATOLÓGICO PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE DURANTE O
registro de preço para aquisição parcelada de madeiras em geral,madeiras em geral
combustível Diesel S10,
combustível Diesel comum,
gasolina,
hotelaria,Contratação dos serviços de hotelaria
fornecimento de botijões de gás para atendimento das demandas da Secretaria Municipal de Educação e Secretaria Municipal de Administração e Planejamento,fornecimento de botijões de gás
PÃO FRANCES,
ARMARINHOS E TECIDOS PARA ATENDER A REALIZAÇÃO DA OFICINA DE ARTESANATO,PRODUTOS ARMARINHOS E TECIDOS PARA ATENDER A REALIZAÇÃO DA OFICINA DE ARTESANATO
pirulitos e balões para a Campanha de Vacinação contra a Poliomielite e contra a Sarampo,Aquisição de pirulitos e balões
escolinha de futebol para crianças carentes de nosso Município,prestação de serviços de escolinha de futebol
contratação de pessoa jurídica para a prestação de serviços especializados de levantamento técnico da infraestrutura do sistema de CFTV IP wireless do sistema de vídeo e monitoramento da cidade,levantamento técnico da infraestrutura do sistema de CFTV IP wireless do sistema de vídeo e monitoramento da cidade
PAPEL HIGIENICO,PAPEL HIGIENICO PARA AS ESCOLAS
VEÍCULOS ZERO QUILOMÊTRO PARA ATENDER À SECRETARIA MUNICIPAL DE SAÚDE,AQUISIÇÃO DE VEÍCULOS ZERO QUILOMÊTRO
show musical no Município,
alimentação especial,Aquisição de alimentação especial
Contratação de empresa de engenharia para execução de obra de melhoria da Estrutura do Campo Municipal de Araújos- MG,
AVENTAIS PARA AS UNIDADES BÁSICAS DE SAÚDE,PINÇA ESTÉRIL E AVENTAIS PARA AS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO
PINÇA ESTÉRIL PARA ASSEPSIA DO COLO UTERINO,
veículo tipo furgoneta com carroceria adaptado para ambulância de simples remoção,furgoneta com carroceria adaptado para ambulância de simples remoção nos termos do Termo de Compromisso Ambulância
execução do remanescente de serviços da quadra poliesportiva coberta na Escola Municipal Princesa Isabel,remanescente de serviços da quadra poliesportiva coberta na Escola Municipal Princesa Isabel
locação de imóvel,locação de imóvel localizado
"óleo diesel BS 10 o valor de R $ 3,052",óleo diesel BS 10
marmitex,Fornecimento de marmitex
passagem aérea por dispensa de licitação,
serviços técnicos para implantação e capacitação do Sistema e-SUS,Contratação de serviços técnicos para implantação e capacitação do Sistema e-SUS
COLETOR DE DADOS,
PROFISSIONAL MÉDICO GINECOLOGISTA OBSTETRA,CREDENCIAMENTO DE PESSOA JURÍDICA DE PROFISSIONAL MÉDICO GINECOLOGISTA OBSTETRA
Tipo,
Valor estimado do contrato,
AQUISIÇÃO DE BOBINAS TÉRMICAS PARA IMPRESSORAS E FORMULÁRIOS PRÉ-IMPRESSO DE CONTAS,BOBINAS TÉRMICAS PARA IMPRESSORAS E FORMULÁRIOS PRÉ-IMPRESSO DE CONTAS
sociedade de advogados para prestação de serviço de Assessoria e Consultoria Jurídica Contenciosa e Consultiva no âmbito público Municipal,Assessoria e Consultoria Jurídica Contenciosa e Consultiva no âmbito público Municipal
GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR PARA O PROGRAMA CESTA CHEIA FAMÍLIA FELIZ 2018 DE ACORDO COM AS LEIS 1405/2014 E,COMPRA DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR PARA O PROGRAMA CESTA CHEIA FAMÍLIA FELIZ 2018
Credenciamento,
credenciamento,
um profissional médico para compor a equipe de Saúde da Familia – ESF de São Joaquim – 40 horas semanais,profissional médico para compor a equipe de Saúde da Familia – ESF de São Joaquim
médicos especialistas em atendimento ás de mandas da Secretaria Municipal de Saúde de Dores do Indaiá,médicos
EQUIPAMENTOS HOSPITALARES E MATERIAIS DE PRIMEIROS SOCORROS PARA OS SALVA VIDAS DA PRAIA MUNICIPAL,EQUIPAMENTOS HOSPITALARES E MATERIAIS DE PRIMEIROS SOCORROS
Serviço de Locação de Banheiros Químicos,registro de preços para Contratação de Empresa para Prestação de Serviço de Locação de Banheiros Químicos para serem utilizados nos Eventos do Município de São Tomé das Letras no período de 12 meses
Leilão nº 002/2018,
elaboração de projeto de prevenção de combate a pânico,prestação de serviços de elaboração de projeto de prevenção de combate a pânico
aquisição de um veículo tipo minibus,um veículo tipo minibus
Canjica,
Canjica,
exame de “ tomografia de coerência óptica ”,tomografia de coerência óptica
Aquisição de materiais de construção para obras de conservação e restauração de bens tombados,materiais de construção para obras de conservação e restauração de bens tombados
prestação de serviços relacionados a rede de iluminação pública,prestação de serviços relacionados a rede de iluminação pública para o fornecimento e instalação de material para a disponibilização de mais pontos de iluminação para atender as necessidades da Secretaria Municipal de Administração do Município de Lagamar
BANDA SENTE O CLIMA PARA APRESENTAÇÃO DE SHOW ARTÍTISCO NO EVENTO CARNAVAL DE BOA VISTA NA DATA 04 DE MARÇO DE 2019,
CINTILOGRAFIA MIOCARDIO e CINTILOGRAFIA RENAL,
leite em pó,leite em pó para a paciente Emanuelle de Oliveira Silva
serviço funeral,
Aquisição parcelada de feno e sal mineral para atender as demandas da Secretaria Municipal de Desenvolvimento Agropecuário e Meio Ambiente,feno e sal mineral
manutenção mecânica em veículos leves e pesados,Registro de preços para eventual contratação de empresa especializada para prestação de serviço de manutenção mecânica em veículos leves e pesados
Prestação de Serviços de serralheria com Fornecimento de matérias necessários em atendimento as demandas da Secretaria Municipal de Meio Ambiente e Turismo,Prestação de Serviços de serralheria com Fornecimento de matérias necessários
Construção do CRAS de acordo com o Convênio nº 0400653- 65/2012 – FNAS,
prestação de serviços de veiculação de publicidade através de carro de som,veiculação de publicidade através de carro de som
CONTRATAÇÃO DE PROFISSIONAL PARA ATUAR COMO TÉCNICO DO BOLSA FAMÍLIA,
BOBINAS DE PAPEL TERMO SENSÍVEL A SEREM UTILIZADOS NA MANUTENÇÃO DESTA AUTARQUIA,BOBINAS DE PAPEL TERMO SENSÍVEL
energia,entrada de energia e alimentação QGBT
Aquisição De Pneus E Câmara Para A Máquina De Pintura Modelo Ith 1/60 -1991,Pneus E Câmara Para A Máquina De Pintura Modelo Ith 1/60 -1991
EXTRATO DE ADITIVO DA ATA DE REGISTRO DE PREÇO Nº 09/2015,
Cesta Básica,Eventuais e Futuras Aquisições de Cesta Básica
Aquisição de Serviços de desuntupimento e ligação de esgoto do Hospital Municipal,Serviços de desuntupimento e ligação de esgoto do Hospital Municipal
UM FORNO ELÉTRICO PARA O BANCO DE ALIMENTOS DA SECRETARIA MUNICIPAL DE AGRONEGÓCIOS,UM FORNO ELÉTRICO
pintura em geral,serviços de pintura em geral
contratação de seguro total de veículo,seguro total de veículo
AR CONDICIONADO PARA MOTONIVELADORA RG 140B,
Aquisição de Uniformes e Botas,Uniformes e Botas
registro de preço com eventual contratação de empresa especializada para fornecimento de peças para máquinas pesadas pertencentes à frota da Prefeitura Municipal de São Francisco do Glória,peças para máquinas pesadas
poliguindaste individual simples,um poliguindaste individual simples
marmitex,“ marmitex
LIXEIRA PARA ESCRITÓRIO 1,
materiais destinados à instalação de iluminação pública em postes no trevo da Barra,
Contratação de serviços de arbitragem para campeonatos esportivos,serviços de arbitragem para campeonatos esportivos
Aquisição de material médico hospitalar para atender aos setores,material médico hospitalar para atender aos setores
Término da construção do Posto de Saúde Santa Mônica,construção do Posto de Saúde Santa Mônica
segurança durante as festividades carnavalescas de 2018,brigadistas socorristas e serviço de segurança durante as festividades carnavalescas de 2018
Aquisição de óleo diesel,óleo diesel
Solda e Torno,
MEDICINA DO TRABALHO,
medicina do Trabalho,
MÃO DE OBRA DE CARPINTEIRO,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÃO DE OBRA DE CARPINTEIRO
materiais necessários para montagem de padrão no Centro Educacional Professora Neusa Sena Costa,aquisição de materiais necessários para montagem de padrão no Centro Educacional Professora Neusa Sena Costa
Aquisição de Óleo Diesel em caráter emergencial para atender as necessidades da administração,Aquisição de Óleo Diesel em caráter emergencial
bloco pré-moldado em concreto,bloco pré-moldado em concreto para manutenção de pontes no Município de Ouro Fino
SACOS DE LIXO,
Exame,
Troféus e Medalhas,Troféus e Medalhas e não Materiais de Construção
SUPLEMENTO ALIMENTAR NUTRISON SOYA EM PÓ- LATA 800 G-,
LA,
maquinários inservíveis,
seguro de 17 veículos da Frota Municipal,Contratação de seguradora para prestação de serviços de seguro de 17 veículos da Frota Municipal
sem interveniência de corretores,
SERVIÇO DE TRANSPORTE ESCOLAR RURAL,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE TRANSPORTE ESCOLAR RURAL
UNIFORMES,
Materiais de Construção,Registro de Preços – Materiais de Construção
SERVIÇO DE ARBITRAGEM PARA PARTIDA OFICIAL DE VÔLEI,
Contratação de empresas e /ou pessoas físicas para prestação de serviços de apresentações musicais,prestação de serviços de apresentações musicais
LOCAÇÃO DE VAN 19 LUGARES COM MOTORISTA E DESPESAS POR CONTA DA EMPRESA,LOCAÇÃO DE VAN 19 LUGARES
ALTERAÇÃO DA VIGÊNCIA DO CONTRATO PARA A DATA DE 31 DE DEZEMBRO DE 2019,
,peças e acessórios genuínos ou originais de fábrica
,conjuntos escolares
,Resfriador para caminhão VW 26- 280 lotado no Departamento Municipal de Desenvolvimento Urbano e Rural e óleos lubrificantes para os veículos do Departamento de Educação
,REFEIÇÕES TIPO SELF- SERVICE
,pão francês
,SHOW ARTÍSTICO
,Confecção de Placa de Inauguração Aço Inox Baixo Relevo Tamanho 70x50 cml
,show artístico durante as festividades Comemorativas do Reveillon 2016
,construção de Coreto na Praça Santo Antônio
,aparelho analisador bioquímico a ser instalado no laboratório do Hospital Municipal de Nova Ponte
,Carnaval 2020
,Prestação de serviços mecânico para retífica completa de equipamento Motoniveladora
,DUPLAGEM E VULCANIZAÇÃO DE PNEUS A SEREM UTILIZADOS NOS VEÍCULOS DA FROTA MUNICIPAL
,materiais de uso hospitalar
,1º Termo Aditivo ao contrato nº.173/2013
,café torrado e moído
,materiais para manutenção de bens imóveis
,equipamentos de recreação e lazer
,PUBLICIDADE
,Pronto Atendimento Municipal
,suplemento alimentar e materiais de higiene pessoal
,educador físico
,tomografia computadorizada e ultrassonografia
,Implantação de Melhorias Sanitários Domiciliares
,serviços de recarga de oxigênio medicinal
,comemoração ao Dia da Emancipação Política e Administrativa da cidade de São Lourenço
,balança
,participação da artista Zezé Motta na mesa de abertura da 4ª edição do Festival de História- FHIST
,material de limpeza
,Material de Consumo
,AUTO PEÇAS E RETÍFICA SITCAR LTDA
,marmitex
,confecção de prótese dentaria
,TRANSPORTE DE PACIENTES EM AMBULÂNCIA SIMPLES E TRANSPORTE EM UTI MÓVEL
,Fornecimento de Fogos de Artifícios e girândolas para execução de shows Pirotécnicos em eventos realizados pelo Município
,CLINICO GERAL
,Administração da obra ” os custos com o Engenheiro Civil Pleno e o Encarregado de obras
,assessoria e consultoria jurídica especializada
,fornecimento de gêneros alimentícios
,PRESTAÇÃO DE SERVIÇO DE ACESSO À INTERNET DE ALTA VELOCIDADE
,quatro festas de formaturas no Município de Pedra Bonita
,óleo lubrificante para frota municipal
,reforma de pneus
,Pneus Novos
,Oficineiro
,Escola Olinto Martins da Silva
,CREDENCIAMENTO DE PESSOA JURÍDICA
,veículo automotivo
,COMBUSTÍVEL NECESSÁRIO AO ABASTECIMENTO DA FROTA MUNICIPAL
,Contratação de empresa habilitada para execução das obras e serviços de engenharia para construção da creche municipal
,Capivari e para Milho Verde
,pavimentação asfáltica em CBUQ
,compactação e cobertura do Aterro Sanitário
,Coleta de Exames
,conjunto motor bomba para os poços artesianos do Departamento Municipal
,CALDAS EXTINTORES E EQUIPAMENTOS
,GÊNEROS ALIMENTÍCIOS
,processo licitatório para Contratação de Pessoa Jurídica
,Credenciamento de Pessoas Física ou Jurídica contratação de profissional médico clínico geral
,Credenciamento de artistas musicais
,motores
,oxigênio medicinal
,AQUISIÇÃO GÊNEROS ALIMENTÍCIOS E MATERIAL DE LIMPEZA
,TOMADA DE PREÇOS Nº 001/2015 OBJETO
,OLEO DIESEL S10
,Escola Municipal Padre Alípio Martins Pinheiro
,Banda Cia. Du Bhayle e Banda Medusa durante o evento Carnaval Itafolia 2019
,MATERIAL DIDÁTICO
,TELHA COL TELHADO EM AMIANTO E COLONIAL LTDA
,recarga de botijões de gás liquefeito de petróleo
,apresentação de show artístico no Carnaval de Diamantina em 2018
,Roberto Alves da Silva Educação Profissional ME ” para ministrar cursos de capacitação profissional para servidores da Secretaria Municipal de Educação
,PRODUTOS DE PANIFICAÇÃO
,baterias automotivas
,serviços mecânicos em geral
,pavimentação asfáltica da avenida São Vicente
,SAMNEMANTO BÁSICO CENTRAL DE MINAS CORESAB
,Consultoria Administrativa e Controle Interno para atendimento da demanda do CORESAB
,locação de aparelho concentrador de oxigênio
,EXTERNAS ADULTO e 77 PAS EXTERNAS PEDIATRICA
,MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA
,café da manha dos servidores municipais
,publicação constou somente no quadro de aviso
,Locação de Veículos LTDA
,Laboratório Municipal e CEMAES-CENTRO Municipal de Atendimento especializado
,óleo diesel B S10 e óleo diesel B S500
,placas de fechamento e gradil para diversos eventos promovidos pelo município de Itanhandu
,Psicologia – CRP para atendimento junto ao Programa Núcleo de Apoio a Saúde da Família – NASF
,suprir as necessidades das escolas e creches municipais na confecção da merenda escolar
